Run,PC1,PC2,PC3,country,locality
SRR12425370,-47.6457699990246,-15.5553852611058,21.20284601641,China,"China, Liancheng, Longyan, Fujian Province"
SRR12425371,-47.1382541564987,-7.99413377386659,8.8727072827713,China,"China, Liancheng, Longyan, Fujian Province"
SRR12425372,36.1876060704332,7.27688428197426,10.8293149967717,Taiwan,"Taiwan, Guanshan Township, Taitung County"
SRR12425373,32.5399190915537,16.212804048308,11.0535737703572,Taiwan,"Taiwan, Fangshan Township, Pingtung County"
SRR12425375,35.0908173667203,7.769689296661,11.6539941229884,Taiwan,"Taiwan, Dawu Township, Taitung County"
SRR12425376,31.7488550945112,26.7968937898026,7.48413059406006,Taiwan,"Taiwan, Yanpu Township, Pingtung County"
SRR12425378,32.7576610956441,30.3985787686776,7.0498685384254,Taiwan,"Taiwan, Taibao Township, Chiayi County"
SRR12425379,29.1072681186446,28.7914955134887,6.34779496705859,Taiwan,"Taiwan, Ren'ai Township, Nantou County"
SRR12425380,38.3645187294197,7.83490224750598,13.0151309730844,Taiwan,"Taiwan, Taitung City, Taitung County"
SRR12425382,34.365410655192,10.0678950179458,11.4183043110554,Taiwan,"Taiwan, Xincheng Township, Hualien County"
SRR12425383,35.9808370700679,9.46986419474825,11.3227502944351,Taiwan,"Taiwan, Hualien County, Hualien County"
SRR12425384,35.1721228104738,8.55644195788965,11.9598119059414,Taiwan,"Taiwan, Luye Township, Taitung County"
SRR12425387,45.4330648095649,-45.5756697664873,-20.1122461654669,French Polynesia,"French Polynesia, Tahiti"
SRR12425388,46.8704959130545,-47.5380275607683,-21.0999812747895,Samoa,"Samoa, Palauli Siapo demostration, Palauli, Savaii"
SRR12425389,47.6499934092568,-48.6049202366114,-21.6471260850072,Samoa,"Samoa, Faleolo International Airpor, Faleolo, Upolu"
SRR12425390,45.2650546344802,-46.061792348908,-20.5649570569365,Fiji,"Fiji, Ekubo, Vatulele"
SRR12425391,34.8774012100522,7.74572627712305,10.6530826652015,Taiwan,"Taiwan, Changbin Township, Taitung County"
SRR12425392,45.715099667341,-46.5018315079924,-20.6798145833895,Tonga,"Tonga, Nuku'alofa, Tongatapu"
SRR12425393,-31.6208633916832,23.7889565383537,-41.1026854485433,Japan,"Japan, The University of Tokyo, Bunkyo, Tokyo"
SRR12425394,-31.9521263477233,22.0366734713503,-41.4119722057694,Japan,"Japan, The University of Tokyo, Bunkyo, Tokyo"
SRR12425395,-44.2575157208122,-6.77244848703288,1.41184142479347,China,"China, Peking University, Haidian, Beijing"
SRR12425396,-45.0399963349694,-6.57768559676196,3.26085966522853,China,"China, Peking University, Haidian, Beijing"
SRR12425397,-44.8407298502811,-6.73954497293393,3.36447588791837,China,"China, Yuntai Mountain, Jiaozuo, Henan Province"
SRR12425398,-41.6074026869749,0.733388186974137,-8.05913433443469,China,"China, Mengyin, Linyi, Shandong Province"
SRR12425399,-42.5761988785446,1.69776435789298,-10.7490319726535,China,"China, White Horse Temple, Taian, Shandong Province"
SRR12425400,-41.872168094303,0.405829896040175,-8.04946803774073,China,"China, Jiawang, Xuzhou, Zhejiang Province"
