Run,PC1,PC2,PC3,country,locality
SRR12425370,-46.3912874482249,-15.3551804186725,20.6651259173228,China,"China, Liancheng, Longyan, Fujian Province"
SRR12425371,-45.4237213829287,-7.82652369706991,7.98491813301838,China,"China, Liancheng, Longyan, Fujian Province"
SRR12425372,34.8251218639317,6.33818470658585,10.3404522086592,Taiwan,"Taiwan, Guanshan Township, Taitung County"
SRR12425373,31.8495180230479,15.2091352839603,10.6197903854647,Taiwan,"Taiwan, Fangshan Township, Pingtung County"
SRR12425375,33.7981713846894,6.92121879329426,11.0655905683529,Taiwan,"Taiwan, Dawu Township, Taitung County"
SRR12425376,30.7654356870628,24.8836594825006,7.50266287334697,Taiwan,"Taiwan, Yanpu Township, Pingtung County"
SRR12425378,31.3160286881295,28.3481581560828,7.39900625766698,Taiwan,"Taiwan, Taibao Township, Chiayi County"
SRR12425379,28.5437997971612,27.270666636519,6.9359385557376,Taiwan,"Taiwan, Ren'ai Township, Nantou County"
SRR12425380,36.5953735013949,6.87311293326749,12.2746953335107,Taiwan,"Taiwan, Taitung City, Taitung County"
SRR12425382,33.2931933630182,8.82211347280894,10.5877874425861,Taiwan,"Taiwan, Xincheng Township, Hualien County"
SRR12425383,34.5150978082134,8.3182752697415,10.7192559941229,Taiwan,"Taiwan, Hualien County, Hualien County"
SRR12425384,33.5439122644604,7.84480656942295,11.1907783390382,Taiwan,"Taiwan, Luye Township, Taitung County"
SRR12425387,43.3721807506548,-43.425623956874,-19.9470037497675,French Polynesia,"French Polynesia, Tahiti"
SRR12425388,44.5306439498372,-45.0479104941028,-20.8965171097339,Samoa,"Samoa, Palauli Siapo demostration, Palauli, Savaii"
SRR12425389,45.0022300612726,-45.6738933839742,-21.1578995099786,Samoa,"Samoa, Faleolo International Airpor, Faleolo, Upolu"
SRR12425390,43.5424533700286,-44.201767275841,-20.4211358246997,Fiji,"Fiji, Ekubo, Vatulele"
SRR12425391,33.6972208231654,7.1269547071035,9.92843279218171,Taiwan,"Taiwan, Changbin Township, Taitung County"
SRR12425392,43.6148872038969,-44.2106499655508,-20.4685935576221,Tonga,"Tonga, Nuku'alofa, Tongatapu"
SRR12425393,-29.8821248372399,23.0280850400846,-39.2231197127947,Japan,"Japan, The University of Tokyo, Bunkyo, Tokyo"
SRR12425394,-30.2041869304714,21.466659612811,-39.1187949892938,Japan,"Japan, The University of Tokyo, Bunkyo, Tokyo"
SRR12425395,-42.5251838815631,-6.59626484580781,1.03725193834903,China,"China, Peking University, Haidian, Beijing"
SRR12425396,-42.9203881353406,-6.04749609948142,2.89258838040182,China,"China, Peking University, Haidian, Beijing"
SRR12425397,-42.9922225724918,-6.22243429131544,2.83008811070409,China,"China, Yuntai Mountain, Jiaozuo, Henan Province"
SRR12425398,-40.6803552941785,1.4883985433894,-8.06365062105557,China,"China, Mengyin, Linyi, Shandong Province"
SRR12425399,-40.9666696668828,2.18233586962133,-10.3765861693118,China,"China, White Horse Temple, Taian, Shandong Province"
SRR12425400,-40.8258521591624,0.368497902739432,-7.84523158050739,China,"China, Jiawang, Xuzhou, Zhejiang Province"
SRR12425401,-36.3588899823773,10.1457421889934,-22.6235048925056,China,"China, Lianyun, Lianyungang, Zhejiang Province"
SRR12425402,30.4266329137807,24.4347567454876,10.4509900286258,Taiwan,"Taiwan, Bali District, Taipei City"
SRR12425403,-31.7688921830013,11.8928987995012,-21.6929589367187,China,"China, Jurong, Zhenjiang, Jiangsu Province"
SRR12425404,-27.9633395959764,17.384396268034,-28.6272214196239,China,"China, Shanghai Chenshan Botanical Garden, Songjiang, Shanghai City"
SRR12425405,-26.647331204858,17.2125551504662,-29.5626629792133,China,"China, Shanghai Chenshan Botanical Garden, Songjiang, Shanghai City"
SRR12425406,-30.3267321688178,17.5782120504836,-30.9540352935684,China,"China, Xihu, Hangzhou, Zhejiang Province"
SRR12425407,-29.9897042738794,18.4752464675961,-31.3325360560134,China,"China, Deqing, Huzhou, Zhejiang Province"
SRR12425408,-35.952572810067,7.81974562773671,-18.1710687613168,China,"China, Donghai, Lianyungang, Jiangsu Province"
SRR12425409,-35.6886282955003,8.99238937876901,-22.4202802888862,China,"China, Yanping, Nanping, Fujian Province"
SRR12425410,-29.2091131045773,15.0960347959773,-25.971305745987,Taiwan,"Taiwan, Kincheng, Kinmen County, Fujian Province"
SRR12425411,-22.616853136494,15.6949665754291,-24.9335457718884,Taiwan,"Taiwan, Machu, Lianjiang County, Fujian Province"
SRR12425412,-36.6231764382779,6.94120403051349,-15.0001303049573,China,"China, Xiamen Botanical Garden, Xiamen, Fujian Province"
SRR12425413,29.2314343986815,27.2610505082361,6.73631050773568,Taiwan,"Taiwan, Fengyuan District, Taichung City"
SRR12425414,-31.9103286149819,14.8375615510515,-30.1903553938162,China,"China, Fujian Province Agriculture and Forestry University, Fuzhou, Fujian Province"
SRR12425415,-40.0001810859621,3.99759633277272,-12.3792515957896,China,"China, Fujian Province Agriculture and Forestry University, Fuzhou, Fujian Province"
SRR12425416,34.9620929732766,11.7326056444428,12.3609675579218,Taiwan,"Taiwan, Fenggang Township, Pingtung County"
SRR12425417,28.8500297744943,29.2580916809461,9.99691807010598,Taiwan,"Taiwan, Zuozhen District, Tainan City"
SRR12425418,29.591428711915,29.660872222852,9.94952450057751,Taiwan,"Taiwan, National Chiayi University, East District, Chiayi City, Chiayi County"
SRR12425419,31.7304197728875,19.5058703370712,10.9194870848759,Taiwan,"Taiwan, Hengchun Township, Pingtung County"
SRR12425420,33.0431736673981,9.25022613631812,11.3313287731188,Taiwan,"Taiwan, Fenglin Township, Hualien County"
SRR12425421,33.6420555324234,7.38094397779032,11.1217929758968,Taiwan,"Taiwan, Fenglin Township, Hualien County"
SRR12425422,34.316577422041,6.5707782517273,13.2771178600689,Taiwan,"Taiwan, Fuli Township, Hualien County"
SRR12425423,31.9641141708539,6.77058228696951,12.2642218528958,Taiwan,"Taiwan, Fuli Township, Hualien County"
SRR12425424,29.7651266661228,26.8234512484263,9.53217719179808,Taiwan,"Taiwan, Tongluo Township, Miaoli County"
SRR12425425,35.0076553344743,7.99903562517491,11.1932357605681,Taiwan,"Taiwan, Fengbin Township, Hualien County"
SRR12425426,30.4450100610582,6.73663900946615,10.1169177873343,Taiwan,"Taiwan, Nan'ao Township, Yilan County"
SRR12425427,-30.4883823362941,18.8144362771597,-36.0383187021412,China,"China, Liandu, Lishui, Zhejiang Province"
SRR12425428,-25.2255563624641,22.0178154697681,-34.3188426220782,China,"China, Xianju, Taizhou, Zhejiang Province"
SRR12425429,-31.6684394483739,18.1355110076532,-31.0496294721176,China,"China, Dongyang, Jinhua, Zhejiang Province"
SRR12425430,-34.957781148468,17.5316349730314,-38.3095371777673,China,"China, Xianju, Taizhou, Zhejiang Province"
SRR12425431,-35.4656478610535,17.9514752528039,-38.7408151505779,China,"China, Xianju, Taizhou, Zhejiang Province"
SRR12425432,-53.3240382912466,-24.1291512619483,31.3192509490282,China,"China, Disu, Duan, Guangxi Province"
SRR12425433,-53.7528474258472,-23.9557178341211,31.791497551868,China,"China, Fangcheng, Fangchenggang, Guangxi Province"
SRR12425434,-52.4298817672572,-24.5451764225219,33.4898344468023,China,"China, Dongmiao, Duan, Guangxi Province"
SRR12425435,29.1324191234304,25.61733352858,8.0906370061402,Taiwan,"Taiwan, Nantou City, Nantou County"
SRR12425436,-32.6588858597577,16.630849110516,-28.8499246978661,China,"China, Licheng, Quanzhou, Fujian Province"
SRR12425437,-33.532881033069,16.056568619902,-30.3925427074553,China,"China, Jinjiang, Quanzhou, Fujian Province"
SRR12425438,-35.2616102981005,14.3924105582934,-27.058531381754,China,"China, Xiangcheng, Zhangzhou, Fujian Province"
SRR12425439,-36.1126091265201,13.4136650671287,-25.4197213195431,China,"China, Siming, Xiamen, Fujian Province"
SRR12425440,-42.8974579495138,-5.17393397710986,0.283029099760508,China,"China, Siming, Xiamen, Fujian Province"
SRR12425441,-38.7956553344007,4.72146589726747,-11.8025251631085,China,"China, Longhai, Zhangzhou, Fujian Province"
SRR12425442,-36.9377411501263,15.4203093724931,-29.0176458592414,China,"China, Fengze, Quanzhou, Fujian Province"
SRR12425443,-35.5116623434513,14.4816415704439,-26.5616429862265,China,"China, Xiangcheng, Zhangzhou, Fujian Province"
SRR12425444,-24.990644172616,17.5733470457153,-29.2576484152159,China,"China, Longhai, Zhangzhou, Fujian Province"
SRR12425445,-42.6686093783344,-3.27146356655128,0.997261180768078,China,"China, Siming, Xiamen, Fujian Province"
SRR12425446,29.4498048689141,26.7615370535689,10.6531908238581,Taiwan,"Taiwan, Zhunan Township, Miaoli County"
SRR12425447,30.785480418677,28.8429499226338,10.5392561499453,Taiwan,"Taiwan, Nanhua District, Tainan City"
SRR12425448,29.9956852276266,27.4515225947178,9.33058113418166,Taiwan,"Taiwan, Hemei Township, Changhua County"
SRR12425449,33.4604182296353,10.0596162234498,10.4564190126655,Taiwan,"Taiwan, Manjhou Township, Pingtung County"
SRR12425450,33.5752297817515,19.0226518819131,10.6952962003624,Taiwan,"Taiwan, Fenggang Township, Pingtung County"
SRR12425452,33.0708878763961,20.6222212475184,11.3664198006492,Taiwan,"Taiwan, Fangshan Township, Pingtung County"
SRR12425453,31.5715673941058,25.2324552111161,12.2769172049282,Taiwan,"Taiwan, Taiwu Township, Pingtung County"
SRR12425454,30.4803701044052,27.4551794619792,8.91608212908526,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County"
SRR12425455,33.3121662696556,6.35446786181772,11.0154361772103,Taiwan,"Taiwan, Chenggong Township, Taitung County"
SRR12425456,33.0077980267535,5.2503875380372,9.17703812262605,Taiwan,"Taiwan, Taitung City, Taitung County"
SRR12425457,28.5144048694462,25.8246019398082,7.80927516569027,Taiwan,"Taiwan, Qionglin Township, Hsinchu County"
SRR12425458,30.7582608644893,24.8454704199858,8.92825597901995,Taiwan,"Taiwan, Yujing District, Tainan City"
